"N","fit","lwr","upr","group"
1.53198964410783,1.50513299964538,1.30603044619283,1.70423555309793,"3"
1.54330857270587,1.49146787401178,1.29747389311595,1.68546185490762,"3"
1.55462750130391,1.47780274837819,1.28888671971318,1.66671877704319,"3"
1.56594642990194,1.46413762274459,1.28026638905221,1.64800885643696,"3"
1.57726535849998,1.45047249711099,1.27161009552024,1.62933489870174,"3"
1.58858428709802,1.43680737147739,1.2629147314482,1.61070001150659,"3"
1.59990321569606,1.4231422458438,1.25417684926778,1.59210764241981,"3"
1.6112221442941,1.4094771202102,1.24539261864435,1.57356162177605,"3"
1.62254107289214,1.3958119945766,1.23655777799697,1.55506621115623,"3"
1.63386000149018,1.38214686894301,1.22766757980389,1.53662615808212,"3"
1.64517893008822,1.36848174330941,1.21871672911144,1.51824675750738,"3"
1.65649785868626,1.35481661767581,1.20969931473518,1.49993392061644,"3"
1.66781678728429,1.34115149204221,1.20060873279057,1.48169425129386,"3"
1.67913571588233,1.32748636640862,1.19143760245384,1.4635351303634,"3"
1.69045464448037,1.31382124077502,1.18217767428035,1.44546480726969,"3"
1.70177357307841,1.30015611514142,1.17281973206295,1.42749249821989,"3"
1.71309250167645,1.28649098950783,1.16335349017545,1.4096284888402,"3"
1.72441143027449,1.27282586387423,1.15376748971091,1.39188423803755,"3"
1.73573035887253,1.25916073824063,1.14404899859063,1.37427247789063,"3"
1.74704928747057,1.24549561260703,1.13418392327324,1.35680730194083,"3"
1.75836821606861,1.23183048697344,1.12415674277509,1.33950423117178,"3"
1.76968714466664,1.21816536133984,1.11395047935413,1.32238024332555,"3"
1.78100607326468,1.20450023570624,1.10354672415189,1.3054537472606,"3"
1.79232500186272,1.19083511007265,1.09292573976892,1.28874448037637,"3"
1.80364393046076,1.17716998443905,1.08206666419394,1.27227330468415,"3"
1.8149628590588,1.16350485880545,1.07094784026947,1.25606187734144,"3"
1.82628178765684,1.14983973317185,1.05954729013727,1.24013217620644,"3"
1.83760071625488,1.13617460753826,1.04784334303755,1.22450587203896,"3"
1.84891964485292,1.12250948190466,1.03581540634186,1.20920355746746,"3"
1.86023857345096,1.10884435627106,1.02344484446134,1.19424386808079,"3"
1.87155750204899,1.09517923063747,1.01071590174708,1.17964255952785,"3"
1.88287643064703,1.08151410500387,0.997616580204814,1.16541162980292,"3"
1.89419535924507,1.06784897937027,0.984139369182276,1.15155858955827,"3"
1.90551428784311,1.05418385373667,0.97028172957703,1.13808597789632,"3"
1.91683321644115,1.04051872810308,0.956046262355769,1.12499119385038,"3"
1.92815214503919,1.02685360246948,0.941440535959632,1.11226666897933,"3"
1.93947107363723,1.01318847683588,0.926476598629623,1.09990035504214,"3"
1.95079000223527,0.999523351202286,0.911170246311996,1.08787645609258,"3"
1.96210893083331,0.985858225568689,0.895540143792625,1.07617630734475,"3"
1.97342785943134,0.972193099935091,0.87960690183885,1.06477929803133,"3"
1.98474678802938,0.958527974301494,0.863392199272428,1.05366374933056,"3"
1.99606571662742,0.944862848667897,0.846918013515135,1.04280768382066,"3"
2.00738464522546,0.9311977230343,0.830205994630049,1.03218945143855,"3"
2.0187035738235,0.917532597400703,0.813276992710546,1.02178820209086,"3"
2.03002250242154,0.903867471767106,0.796150730065557,1.01158421346865,"3"
2.04134143101958,0.890202346133508,0.778845598666003,1.00155909360101,"3"
2.05266035961762,0.876537220499911,0.761378558643577,0.991695882356245,"3"
2.06397928821566,0.862872094866314,0.743765113438705,0.981979076293923,"3"
2.07529821681369,0.849206969232717,0.726019339661774,0.97239459880366,"3"
2.08661714541173,0.83554184359912,0.708153953420834,0.962929733777405,"3"
2.09793607400977,0.821876717965523,0.690180398810059,0.953573037120986,"3"
2.10925500260781,0.808211592331926,0.672108947888931,0.944314236774921,"3"
2.12057393120585,0.794546466698328,0.65394880455592,0.935144128840736,"3"
