"distance_km","time_interval","yearly_surface_pressure_2m_difference","yearly_dewpoint_temperature_2m_difference","yearly_temperature_2m_difference","yearly_total_precipitation_sum_difference","pred","upper","lower"
9.49734437240406,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.957256948344708,0.969454561601478,0.945059335087938
11.6180441159107,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.957606460313534,0.96942436849963,0.945788552127438
13.7387438594175,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.957955905209663,0.969399209927498,0.946512600491829
15.8594436029242,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.958305204749981,0.96937956917528,0.947230840324682
17.9801433464309,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.95865427265586,0.969365978700451,0.947942566611268
20.1008430899376,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.959002996124607,0.96935901693962,0.948646975309593
22.2215428334443,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.95935119822475,0.969359291793248,0.949343104656252
24.342242576951,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.959698627675961,0.96936743042759,0.950029824924332
26.4629423204577,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.960045011633216,0.969384098855874,0.950705924410558
28.5836420639644,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.960390028536065,0.969409981860131,0.951370075211999
30.7043418074711,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.9607332727267,0.969445750198548,0.952020795254853
32.8250415509778,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.961074285251585,0.969492062985137,0.952656507518033
34.9457412944845,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.96141255440727,0.969549549182146,0.953275559632395
37.0664410379912,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.961747523505219,0.969618790981526,0.953876256028912
39.1871407814979,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.9620786032139,0.969700307334384,0.954456899093415
41.3078405250046,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.962405192275861,0.969794541668883,0.955015842882839
43.4285402685113,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.962726688503602,0.969901839286277,0.955551537720927
45.549240012018,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.963042481963997,0.970022407765063,0.95606255616293
47.6699397555248,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.963351945487761,0.970156274592414,0.956547616383107
49.7906394990314,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.963654434876928,0.97030325426169,0.957005615492167
51.9113392425382,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.963949299169551,0.97046292495651,0.957435673382593
54.0320389860449,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.964235885208328,0.970634607018036,0.95783716339862
56.1527387295516,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.964513536106045,0.970817349015745,0.958209723196345
58.2734384730583,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.964781594521983,0.971009923135922,0.958553265908044
60.394138216565,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.965039404180668,0.971210839922856,0.95886796843848
62.5148379600717,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.965286313173366,0.971418384297087,0.959154242049644
64.6355377035784,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.965521671882719,0.971630639513752,0.959412704251685
66.7562374470851,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.965744833921622,0.971845526375072,0.959644141468172
68.8769371905918,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.965955158867915,0.97206085559315,0.95984946214268
70.9976369340985,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.966152010029165,0.972274367323058,0.960029652735271
73.1183366776052,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.966334758276434,0.972483783248733,0.960185733304135
75.2390364211119,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.966502794524333,0.972686879447191,0.960318709601475
77.3597361646186,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.966655518751588,0.972881493215577,0.9604295442876
79.4804359081253,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.966792369441192,0.973065618540442,0.960519120341942
81.601135651632,0.209538213070338,-0.0442182401526559,-0.12333838334168,-0.162998231190099,0.158134268696439,0.966912818915084,0.973237416933884,0.960588220896285
